bbl,bin,address_or_label,zipcode,residential_use_type,residential_units,residential_capacity_units,estimated_household_capacity,under5_capacity_signal,under5_capacity_share,preschool_age_capacity_signal,capacity_model_confidence,data_tier,truthfulness_caveat
1004670031,1006836,181 2 AVENUE,10003,Mixed-use,3,3,3,0.168,0.056,0.168,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004540052,1006502,331 EAST 12 STREET,10003,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004520051,1006466,213 EAST 10 STREET,10003,Residential,20,20,20,1.118,0.0559,1.118,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004650037,1088854,28 STUYVESANT STREET,10003,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004540060,1006506,321 EAST 12 STREET,10003,Residential,36,36,36,2.013,0.0559,2.013,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004660023,1006815,228 EAST 11 STREET,10003,Residential,6,6,6,0.335,0.0558,0.335,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004640025,1079132,230 EAST 9 STREET,10003,Mixed-use,1,1,1,0.056,0.056,0.056,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004640043,1006749,33 ST MARKS PLACE,10003,Mixed-use,10,10,10,0.559,0.0559,0.559,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004540022,1006481,324 EAST 13 STREET,10003,Residential,22,22,22,1.23,0.0559,1.23,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004510006,1006404,156 2 AVENUE,10003,Mixed-use,31,31,31,1.733,0.0559,1.733,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004670048,1006840,227 EAST 11 STREET,10003,Residential,19,19,19,1.062,0.0559,1.062,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004530007,1006475,186 2 AVENUE,10003,Mixed-use,8,8,8,0.447,0.0559,0.447,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004670016,1006828,214 EAST 12 STREET,10003,Residential,4,4,4,0.224,0.056,0.224,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004650019,1006775,124 EAST 10 STREET,10003,Residential,1,1,1,0.056,0.056,0.056,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004650017,1006773,120 EAST 10 STREET,10003,Residential,6,6,6,0.335,0.0558,0.335,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004520043,1006459,229 EAST 10 STREET,10003,Residential,21,21,21,1.174,0.0559,1.174,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004510001,1077566,146 2 AVENUE,10003,Mixed-use,53,53,53,2.963,0.0559,2.963,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004650020,1006776,126 EAST 10 STREET,10003,Residential,5,5,5,0.28,0.056,0.28,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004530011,1079353,304 EAST 12 STREET,10003,Residential,89,89,89,4.976,0.0559,4.976,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004520025,1006446,334 EAST 11 STREET,10003,Mixed-use,17,17,17,0.95,0.0559,0.95,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004520042,1006458,231 EAST 10 STREET,10003,Residential,20,20,20,1.118,0.0559,1.118,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004510057,1006431,309 EAST 9 STREET,10003,Mixed-use,20,20,20,1.118,0.0559,1.118,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004510025,1006415,228 EAST 10 STREET,10003,Mixed-use,9,9,9,0.503,0.0559,0.503,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004660043,1006819,129 EAST 10 STREET,10003,Mixed-use,11,11,11,0.615,0.0559,0.615,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004650044,1006792,44 STUYVESANT STREET,10003,Residential,1,1,1,0.056,0.056,0.056,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004640037,1079843,137 2 AVENUE,10003,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004650047,1006795,159 2 AVENUE,10003,Mixed-use,18,18,18,1.006,0.0559,1.006,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004520013,1006438,310 EAST 11 STREET,10003,Parking,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004540001,1082514,192 2 AVENUE,10003,Mixed-use,21,21,21,1.174,0.0559,1.174,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004670001,1006826,67 3 AVENUE,10003,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004540031,1006486,342 EAST 13 STREET,10003,Residential,22,22,22,1.23,0.0559,1.23,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004510001,1077564,146 2 AVENUE,10003,Mixed-use,53,53,53,2.963,0.0559,2.963,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004520054,1006469,205 EAST 10 STREET,10003,Residential,30,30,30,1.677,0.0559,1.677,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004660025,1006817,232 EAST 11 STREET,10003,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004520036,1077703,165 1 AVENUE,10003,Mixed-use,8,8,8,0.447,0.0559,0.447,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004680043,1006872,237 EAST 12 STREET,10003,Residential,10,10,10,0.559,0.0559,0.559,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004670052,1006844,219 EAST 11 STREET,10003,Residential,2,2,2,0.112,0.056,0.112,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004520009,1006436,304 EAST 11 STREET,10003,Residential,20,20,20,1.118,0.0559,1.118,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004540007,1006480,204 2 AVENUE,10003,Transportation/utility,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004520040,1006457,233 EAST 10 STREET,10003,Residential,40,40,40,2.236,0.0559,2.236,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004530002,1006470,176 2 AVENUE,10003,Mixed-use,8,8,8,0.447,0.0559,0.447,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004510004,1006403,152 2 AVENUE,10003,Mixed-use,25,25,25,1.398,0.0559,1.398,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004490054,1006356,55 EAST 7 STREET,10003,Residential,15,15,15,0.839,0.0559,0.839,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004490007,1006313,130 2 AVENUE,10003,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004490027,1006332,76 ST MARKS PLACE,10003,Residential,20,20,20,1.118,0.0559,1.118,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1004510044,1006421,335 EAST 9 STREET,10003,Mixed-use,8,8,8,0.447,0.0559,0.447,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
