ooh_asset_id,asset_name,asset_type,vendor_owner,operator_if_known,address_or_intersection,latitude,longitude,zipcode,media_format,static_or_digital,asset_status,availability_status,availability_confidence,source_name,source_url,retrieval_date,last_observed_date,pricing_status,exact_price_confirmed,impressions_status,exact_impressions_confirmed,family_anchor_proximity,preschool_school_proximity,transit_proximity,hgl_relevance_score,recommended_use,verification_needed,confidence_level,caveat
LINKNYC_0098,Hudson St & Grove St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Hudson St & Grove St,40.73230778,-74.00641536,10014,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.8,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0099,Horatio St & Hudson St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Horatio St & Hudson St,40.73879783,-74.00528546,10014,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.8,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0100,Barrow St & Hudson St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Barrow St & Hudson St,40.73159252,-74.00640751,10014,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.8,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0101,2nd Ave & E 22nd St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 22nd St,40.737088,-73.9813679,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0102,2nd Ave & E 3rd St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 3rd St,40.725641,-73.989698,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0103,2nd Ave & E 6th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 6th St,40.72745986,-73.98837167,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0104,2nd Ave & E 7th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 7th St,40.72815774,-73.98812504,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0105,2nd Ave & E 4th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 4th St,40.726049,-73.989403,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0106,2nd Ave & E 12th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 12th St,40.73108,-73.985739,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0107,2nd Ave & E 7th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 7th St,40.72823169,-73.98781752,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0108,Bowery & Kenmare St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Bowery & Kenmare St,40.72059636,-73.99407509,10012,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,6.7,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0109,2nd Ave & E 12th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 12th St,40.730881,-73.985882,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0110,2nd Ave & E 11th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 11th St,40.730249,-73.986348,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
